Time [sec]		Acceleration [m/sec2]	Velocity [mm/sec]	Displacement [mm]
2.74500   		-0.32773        	-9.04472         	-0.57125         
2.75000   		-0.32749        	-10.68277        	-0.62057         
2.75500   		-0.25208        	-12.13169        	-0.67776         
2.76000   		-0.16497        	-13.17432        	-0.74121         
2.76500   		-0.04933        	-13.71009        	-0.80866         
2.77000   		0.03579         	-13.74395        	-0.87747         
2.77500   		0.01743         	-13.61090        	-0.94582         
2.78000   		0.00502         	-13.55475        	-1.01371         
2.78500   		-0.01793        	-13.58703        	-1.08151         
2.79000   		-0.05200        	-13.76186        	-1.14982         
2.79500   		-0.02211        	-13.94714        	-1.21915         
2.80000   		0.01449         	-13.96619        	-1.28901         
2.80500   		0.10776         	-13.66058        	-1.35827         
2.81000   		0.20477         	-12.87927        	-1.42482         
2.81500   		0.24661         	-11.75081        	-1.48649         
2.82000   		0.27679         	-10.44230        	-1.54203         
2.82500   		0.25430         	-9.11456         	-1.59088         
2.83000   		0.21543         	-7.94022         	-1.63343         
2.83500   		0.17141         	-6.97312         	-1.67062         
2.84000   		0.13499         	-6.20713         	-1.70350         
2.84500   		0.13395         	-5.53480         	-1.73285         
2.85000   		0.11991         	-4.90016         	-1.75891         
2.85500   		0.10324         	-4.34229         	-1.78198         
2.86000   		0.15116         	-3.70630         	-1.80220         
2.86500   		0.26488         	-2.66620         	-1.81837         
2.87000   		0.40442         	-0.99295         	-1.82781         
2.87500   		0.49928         	1.26630          	-1.82732         
2.88000   		0.43581         	3.60403          	-1.81502         
2.88500   		0.26992         	5.36834          	-1.79224         
2.89000   		0.13786         	6.38778          	-1.76257         
2.89500   		-0.03817        	6.63702          	-1.72965         
2.90000   		-0.17183        	6.11202          	-1.69749         
2.90500   		-0.12100        	5.37992          	-1.66887         
2.91000   		-0.05904        	4.92982          	-1.64322         
2.91500   		0.04319         	4.89020          	-1.61889         
2.92000   		0.18653         	5.46453          	-1.59330         
2.92500   		0.22472         	6.49266          	-1.56349         
2.93000   		0.26886         	7.72662          	-1.52803         
2.93500   		0.24860         	9.02027          	-1.48612         
2.94000   		0.12698         	9.95921          	-1.43842         
2.94500   		0.07407         	10.46184         	-1.38726         
2.95000   		-0.01837        	10.60110         	-1.33441         
2.95500   		-0.07571        	10.36591         	-1.28187         
2.96000   		-0.07698        	9.98419          	-1.23099         
2.96500   		-0.08199        	9.58677          	-1.18205         
2.97000   		0.01288         	9.41400          	-1.13475         
2.97500   		0.05079         	9.57318          	-1.08736         
2.98000   		0.07106         	9.87782          	-1.03877         
2.98500   		0.08019         	10.25594         	-0.98846         
2.99000   		0.00063         	10.45798         	-0.93651         
2.99500   		-0.05230        	10.32880         	-0.88443         
3.00000   		-0.11975        	9.89868          	-0.83372         
3.00500   		-0.15039        	9.22333          	-0.78585         
3.01000   		-0.13486        	8.51021          	-0.74155         
3.01500   		-0.12907        	7.85038          	-0.70066         
3.02000   		-0.08298        	7.32026          	-0.66283         
3.02500   		-0.02653        	7.04649          	-0.62703         
3.03000   		0.01995         	7.03003          	-0.59194         
3.03500   		0.02007         	7.13010          	-0.55654         
3.04000   		-0.00394        	7.17042          	-0.52074         
3.04500   		-0.00963        	7.13649          	-0.48496         
3.05000   		-0.05544        	6.97382          	-0.44959         
3.05500   		-0.15259        	6.45374          	-0.41581         
3.06000   		-0.22810        	5.50201          	-0.38577         
3.06500   		-0.24431        	4.32098          	-0.36118         
3.07000   		-0.24407        	3.10004          	-0.34262         
3.07500   		-0.21092        	1.96257          	-0.33004         
3.08000   		-0.12632        	1.11947          	-0.32251         
3.08500   		-0.03302        	0.72113          	-0.31810         
3.09000   		0.06051         	0.78985          	-0.31452         
3.09500   		0.10201         	1.19613          	-0.30964         
3.10000   		0.07788         	1.64586          	-0.30249         
3.10500   		0.05204         	1.97067          	-0.29339         
3.11000   		-0.00540        	2.08729          	-0.28313         
3.11500   		-0.08043        	1.87271          	-0.27307         
3.12000   		-0.11527        	1.38345          	-0.26486         
3.12500   		-0.12443        	0.78422          	-0.25942         
3.13000   		-0.09877        	0.22623          	-0.25695         
3.13500   		-0.06502        	-0.18325         	-0.25691         
3.14000   		-0.04915        	-0.46868         	-0.25857         
3.14500   		-0.04539        	-0.70506         	-0.26151         
3.15000   		-0.02698        	-0.88599         	-0.26553         
3.15500   		0.05136         	-0.82503         	-0.26997         
3.16000   		0.14711         	-0.32884         	-0.27305         
3.16500   		0.27118         	0.71691          	-0.27234         
3.17000   		0.32847         	2.21605          	-0.26513         
3.17500   		0.23767         	3.63139          	-0.25032         
3.18000   		0.19202         	4.70561          	-0.22938         
3.18500   		0.12441         	5.49669          	-0.20374         
3.19000   		-0.03928        	5.70951          	-0.17538         
3.19500   		-0.10254        	5.35496          	-0.14759         
3.20000   		-0.14894        	4.72626          	-0.12229         
3.20500   		-0.15081        	3.97690          	-0.10053         
3.21000   		-0.04070        	3.49814          	-0.08207         
3.21500   		0.02834         	3.46724          	-0.06480         
3.22000   		0.10352         	3.79688          	-0.04679         
3.22500   		0.19205         	4.53579          	-0.02615         
3.23000   		0.16960         	5.43990          	-0.00116         
3.23500   		0.11623         	6.15447          	0.02794          
3.24000   		0.04675         	6.56192          	0.05987          
3.24500   		-0.03975        	6.57943          	0.09290          
3.25000   		-0.05045        	6.35394          	0.12526          
3.25500   		-0.07912        	6.03000          	0.15628          
3.26000   		-0.04946        	5.70855          	0.18556          
3.26500   		0.02502         	5.64745          	0.21380          
3.27000   		0.04561         	5.82403          	0.24244          
3.27500   		0.07819         	6.13353          	0.27226          
3.28000   		0.02881         	6.40101          	0.30370          
3.28500   		-0.03103        	6.39545          	0.33582          
3.29000   		-0.07495        	6.13048          	0.36722          
3.29500   		-0.14482        	5.58105          	0.39665          
3.30000   		-0.13820        	4.87350          	0.42277          
3.30500   		-0.11482        	4.24096          	0.44551          
3.31000   		-0.06656        	3.78751          	0.46548          
3.31500   		-0.00650        	3.60485          	0.48383          
3.32000   		0.02082         	3.64066          	0.50189          
3.32500   		0.05179         	3.82220          	0.52048          
3.33000   		0.03198         	4.03163          	0.54016          
3.33500   		0.00127         	4.11475          	0.56059          
3.34000   		-0.00802        	4.09788          	0.58114          
3.34500   		-0.07350        	3.89406          	0.60126          
3.35000   		-0.16444        	3.29921          	0.61943          
3.35500   		-0.20368        	2.37891          	0.63371          
3.36000   		-0.21717        	1.32676          	0.64300          
3.36500   		-0.21173        	0.25449          	0.64694          
3.37000   		-0.16656        	-0.69123         	0.64575          
3.37500   		-0.10932        	-1.38092         	0.64045          
3.38000   		-0.01670        	-1.69595         	0.63257          
3.38500   		0.10332         	-1.47940         	0.62438          
3.39000   		0.14526         	-0.85794         	0.61845          
3.39500   		0.11176         	-0.21537         	0.61584          
3.40000   		0.05683         	0.20610          	0.61593          
3.40500   		-0.01405        	0.31303          	0.61737          
3.41000   		-0.07142        	0.09935          	0.61852          
3.41500   		-0.11267        	-0.36088         	0.61796          
3.42000   		-0.13849        	-0.98877         	0.61464          
3.42500   		-0.12120        	-1.63800         	0.60803          
3.43000   		-0.08392        	-2.15080         	0.59848          
3.43500   		-0.08121        	-2.56362         	0.58669          
3.44000   		-0.05085        	-2.89377         	0.57298          
3.44500   		0.04808         	-2.90067         	0.55829          
3.45000   		0.16170         	-2.37622         	0.54486          
3.45500   		0.28888         	-1.24979         	0.53553          
